Address,Balance(USD)
"""0x5d8c9E19eF7449CAa59d88cd2dC7E4B1E304902F""",4336 USD

"""0xBdf59d84e393cC0728409144512D2cd62C3278f3""",4270 USD

"""0x57e5686AE59eed2c2DD5aa1298809F491a7cF262""",4233 USD

"""0xFd1E056f05aaa2C00aaa90d37670bA21e41dd1B1""",4107 USD

"""0x6f993D3Ae0fBe1022D8A9496EbD343fF9BF1079E""",3982 USD

"""0x4909B422B566eDC885B80f0C575F1789a147a225""",3975 USD

"""0x454096D7cE44E6149AD24B3Afd3Dc790D145E87f""",3928 USD

"""0xd9B38d8dB24fcdebe65f5e66078aA59aeb87821a""",3814 USD

"""0x68577F6cca338d65A8767839A775Fbc646723753""",3796 USD

"""0xf8A50fc63635a6f63b2adFD6A2b99E927FF84b3A""",3773 USD

"""0x0b47e342FeA190e6DcE966aBDac880eAD28FCe4d""",3705 USD

"""0x44f3791AD797ddc9144008bf6396124fBcC491B9""",3690 USD

"""0x16BCa77a1AB46382d6483D2cF2427B1e304a9D70""",3624 USD

"""0xF9D488e0cD3159E1C730856DFD9130b59Ad25cFf""",3581 USD

"""0x7db6BB068FD59721E856e32166d2F417B4C8543A""",3579 USD

"""0xE75C0dedFec85eD544F18A4B23a95CC860B08DE0""",3574 USD

"""0x824056d84937598fC38456158a24f2687c344b39""",3573 USD

"""0x43d7cE970B609B3fDbF6EEF1B8430711963da7E4""",3540 USD

"""0xB84d01Ce6228e04BE3F1EB2244978D122d3Eee39""",3480 USD

"""0x0199b484877c0A9Dd4eAe0Cb5d117d8B1e76FCe3""",3460 USD

"""0xDD17d43E19256d9a24E35399B5fBe7337B8EF0E9""",3455 USD

"""0x4f7e99641e08F540A191457212e1c8c0659cB851""",3402 USD

"""0x22e6A45B639446D9f8A83cd9eD0C4C5298d2104f""",3398 USD

"""0x8B152bFcc0b45892c72Cab7B028aAE84F8237D76""",3395 USD

"""0xbB7d6f2e5D283E85011Fb5e17041bEc206bAd40c""",3179 USD

"""0x7ddf02B575a198F6bAAcD681DC9ef509f3423e50""",3178 USD

"""0x584Df055A35acf2d2183d37fC7F42cb4c502Dc51""",3101 USD

"""0x7057Ffb324E6a1C75b0facedc7458e6F087E6d73""",2995 USD

"""0xC70E6B69a2ae4A7e2D96F25E74971a1C7c552Bb0""",2939 USD

"""0x58fdC8739d999B34C0003aA840Ec847f8FE9163f""",2932 USD

"""0x4cfed89F450473EA2E32c0361518a6dF76df4Ca8""",2898 USD

"""0xC5aB6da44692F1bb7076be587d8Cac44BeB01818""",2851 USD

"""0xC598D7E36d4F9203Afc32A29504b983c05047aAb""",2824 USD

"""0xb42FBb5B728AB57576FC9696Ba7f6620846616a0""",2810 USD

"""0xEb7fF5f1C0510FE0Ca09ea2c88656Df7E3646153""",2791 USD

"""0xB48Fb14Da7E9812a6cfdAe593dbb27371b5705ac""",2696 USD

"""0xa120F9A46f06CEF265168897A2FD84BD12252d3a""",2695 USD

"""0x66A892453288b55B8db0aCb3D4D289e7756869F5""",2692 USD

"""0x2816C8dAf133B8f8550BaC8D0Bd656b522904794""",2680 USD

"""0xAf5F2bD52719d4150253C069CB38789ab82F9DFB""",2673 USD

"""0x757f135f4069A5Cf7356AC2A08405B84AD6E3Ec2""",2580 USD

"""0xF4FC3f383F7f923B96285C28C5CbE9B0EA5392e3""",2569 USD

"""0xb5b0f3dd0ac67d97Ad7BB14dE9b3c411d7091857""",2567 USD

"""0x4D0269eaa21c5Ac9B6DA8Fe0dbb9766388366281""",2559 USD

"""0x2F9638eD74A9d9c8E343e978c5575b5a64D12ac5""",2531 USD

"""0x9553803357F9441Ee426e701A1Bd8031F814FCF0""",2465 USD

"""0x45703204a9A1FD780Cf643a3882e40c415CaA78C""",2453 USD

"""0x82A469fEc3FD9f1D3B0b5ca1eAee260716eED96b""",2416 USD

"""0x05632f29C72563A2898cb984722Ea0D51D306d95""",2404 USD

"""0x0847d01B2700dCBE8E85397EB252FdDCEfc71F9B""",2398 USD

"""0xAC5748bA4333643f9D25480A0Ae8e85822d400fe""",2388 USD

"""0x116D1eDD539E5e93551973Eb2A71898c9095122F""",2386 USD

"""0xE398C02cF1E030B541bDC87efECe27Ad5Ef1E783""",2332 USD

"""0x88bbe1010629eABF50c12E20737329B94683c3cc""",2311 USD

"""0xC31e81A770977fd2277dB478ef1A4804C1658A08""",2299 USD

"""0x93A98D30796300aDaD6a5429ce17B42B26aF81e1""",2298 USD

"""0xaf1382db451Dd9a5c7F5f80e1B9E989d80E7F7FE""",2294 USD

"""0xa947f8FAdB29F89F1385932B0AFC89F7bC086cA6""",2289 USD

"""0x1FCC749dc3C36Ab9EEb28d6DBAB412bE9eCa9eBd""",2271 USD

"""0x254bbEfd826dE971897dFa07D7aBda8b545FEb14""",2216 USD

"""0x8A2b325f4D8fB18D55B1048f5Ef2c471d68e8Ff2""",2177 USD

"""0x852344DA4d2c1A387444775a4E65b7B49815048A""",2157 USD

"""0x976E8A6fD08DDc26F2ED42B06baE65c1257B31e4""",2156 USD

"""0x343669976F7b691D12BbDE0842Ed00CD6a0Eb026""",2155 USD

"""0xA00c7Da63229946bD5405011140658A675664E98""",2136 USD

"""0x64772baa60fD65c96722C0D5c248408a50891168""",2107 USD

"""0xd643D02F004032c7A752bdd7962a73fE411Dc3dE""",2095 USD

"""0x8Aa770cd3D06963a56B0345eCaC9f45d5E1d71DC""",2088 USD

"""0x6454a378B14c66A7061441e62A8918e2d99E04e3""",2081 USD

"""0xeF83C1A3a9ADC981a1c68768ed0d66A21BCB4F97""",2053 USD

"""0x4F27Ee7aD5eF8d881f62511A36a245E99eAed800""",2043 USD

"""0xa1FFE4502d27Cc7659B5eC4dfe2f69d60b81076C""",2036 USD

"""0x1b98f04831B405176Dc06BbEa53D3F689b997a8C""",2031 USD

"""0x37a0E4aB3cd522de914720e61Bea2f7d7DeeB07C""",2021 USD

"""0x7C83Cc534A0118ED6EA4b6e1E2ad886c8E1b4399""",1941 USD

"""0x6552d32C1a0563d6bD434C761771341058862f78""",1927 USD

"""0x3499543d5c9A4A3E16394B25BbEe91e810E7Ee0F""",1918 USD

"""0xb37ee3b59281AA5218e990b4cF6F5D7EcB775eC5""",1904 USD

"""0xe05AA3Bb07839b599329d6EF4A5d5441A10ec90B""",1885 USD

"""0x5B8F1DaaD43D779577AC05061a6B1546a29B47d1""",1883 USD

"""0x5abA902C17AFD30c7ABbc65d71bd5714A2671155""",1877 USD

"""0xf3E6a2098F6889cEAbdC541F4577242C9437F9DB""",1869 USD

"""0x8EF5237A0a84B4A2DE15ad85E13679771B66c172""",1866 USD

"""0x793a0Ac09e12821767e5127528A8fe7fA8d116d1""",1862 USD

"""0x397d25c8e8E394347152c55a902F5b13685d1B04""",1859 USD

"""0xCB8a47154edFc56CAb5d8a0D5759935bb5DBDF96""",1845 USD

"""0x6ae0600F19eCFe21330A8fA23bC5fe0E20e8Af50""",1840 USD

"""0x79564AD59346a7D4850a35a7F66A7E8df3ab288A""",1837 USD

"""0x27999267394FeEE444Db35c17988b15ceB75b5a5""",1834 USD

"""0x59f655CeBfaf3407f96823Bc82e414e711348Bd1""",1809 USD

"""0x4B5B946648B9049491A1096932602735be2B33C3""",1807 USD

"""0x6e0D262cE9C6905CC9d75c05CfB5aBF37B7aaf63""",1783 USD

"""0x4AAdbe45636170735F11093E269a79F372B22E95""",1772 USD

"""0x45A14223d2567da1cA9bA1ba9253Cc4e69F6eB17""",1753 USD

"""0xCfd734c468FA7cF90F366915424e5E23a6730053""",1733 USD

"""0x26bDF6bfA0677f86F8b27868823B4685f6B9b6E4""",1724 USD

"""0x05bFBa34a229dD926208dC4Bca5Be4e2d3235eE5""",1709 USD

"""0xb20049dE78cdB98fbB9ADE3449B9Fa4Fbe80911D""",1683 USD

"""0x9deFCFB26A548a7164fdB6dEcCC0d313e5A87359""",1672 USD

"""0x886737BfE074Bbfb7299C115D01511d84EE1AE7a""",1667 USD

"""0x88d8AA93F789a789E27438dDfEff9F35dbFB130B""",1654 USD

"""0xdDdD6b758ad8c1E7e6F4E4e70B062Aa144ef8900""",1653 USD

"""0x945A8Ed229BE81FA20bB8476e5C12196068c8390""",1643 USD

"""0x1e31De516b8db1836b500F190587B14Fe8C5c8C6""",1626 USD

"""0xcA23c5C8a621d6cE6A5619A131E0C3a5a0Ac091A""",1626 USD

"""0xcD3b32E7Cb9Acf5ac001783091D25206B3Be235F""",1626 USD

"""0x64174450c49242535B4184e3988CC4145B80526C""",1625 USD

"""0x38acFAA5B4D72E4429eA6746125B2aF597617f12""",1624 USD

"""0x47a7eAA63C19F7f515a198408C3b7e742656b349""",1601 USD

"""0xde923Df474661dDF3727C913EbFEe3df0b37BEB8""",1601 USD

"""0x7aC914Ce3a941D10345F8Bf1Ec74E446C7d75fB8""",1587 USD

"""0x6923C694c9be582D0454f3B38F3262f307Fd82BE""",1562 USD

"""0x90DF18ba368b8F23e10b5A5f6f0EA24FEEE81E6F""",1539 USD

"""0xc6d79e09f5cd8e0dd68F100b5b53b729CbDD26B0""",1517 USD

"""0x1B914E2c7D52ea367fc27D398f540E452DDcD001""",1513 USD

"""0xDF69F278953C508298e604CC23231c2f15826d9e""",1480 USD

"""0x67c299AD2F384b4Dc970C804a01D738656C0fA28""",1479 USD

"""0x39A9331652727C6DA53908B44923B6327D82Edc3""",1473 USD

"""0x0e11Ce654cd422CBBf1393973Bb538DA23344839""",1437 USD

"""0x4f42BC14C9a2cFa3dA1f0217B71C22EcB7CD8171""",1381 USD

"""0x714F52197247AF7865B3c2ebFD70847c4E1d53d3""",1364 USD

"""0xd0b3956402661f14883C6B5fE15a9A02d5B82f40""",1356 USD

"""0x50f12F774eec2A8Bf54867e5Fd1cF7CD8d197a5B""",1350 USD

"""0x3d62A73AdcF551d03e2c57592544B1020476cAD8""",1350 USD

"""0xCf4CAF27aF71Da54953a7C6c416f8EB00f4C6DAF""",1337 USD

"""0xb70bA77e8e8626E19920313FD4C82A4f8cDdD81c""",1328 USD

"""0xF84b9b617b571E1646B3735A5e47EB598B07B048""",1326 USD

"""0x77Ee930e1725d084e5B2d794E1f057657133468e""",1307 USD

"""0x26172AEEE87eB01bAC126228BdcF59e20c8c8b3F""",1304 USD

"""0x0000005620c87C60DBb4C07Ae7868366772eF40B""",1301 USD

"""0x97A4cc2b29C3Fc61186acDC81BA143260618c7db""",1297 USD

"""0xDaed9258564d3854766f9Ef764682B19dE5c40BD""",1294 USD

"""0x58194bBa6Faa19f3E865C0047DB036fbbd6F2155""",1291 USD

"""0x71966Dfca57EB0499638cAd7e9A1eB1c8c757cd0""",1287 USD

"""0x4532bBeDFeF9BDE01D7EFE665C41866204041733""",1281 USD

"""0x575a775e8015Db80ac8e51E04Acacb342b494330""",1273 USD

"""0x95D2441493D2Bc0f0F1E6F83eA3c51767Bb61Deb""",1248 USD

"""0x449C51E9B517aa6C12fE6d44f136b64aAC32fbaf""",1246 USD

"""0xAB4258C5CDA2DF96BE5Fb897a0B5a3d1c9e06FEc""",1231 USD

"""0xbC25AdB300885Dd7a40DAFaFCD6150E23F2E11df""",1229 USD

"""0x4Bf32485c220C3f9BCdC85D961c1a11DAcd04C7d""",1218 USD

"""0x5b359a44EB15e6fAc03323C922a09F01F35dcc2a""",1216 USD

"""0x5A2B2fCF75bF40fca5B79eEbE7785081dEd2D8A3""",1206 USD

"""0x6496c728a9298823a388Bc181e1e00779324d285""",1197 USD

"""0x2C6F997D89dbd9d6085b8A77E1ee7EE7f24D5FF1""",1172 USD

"""0x1cbE58f8864D94ba052Cde5b8B4CF24efDE047b6""",1165 USD

"""0x42b78B8E9444af68F0D21d9eA346Bfd1cfbB6205""",1162 USD

"""0x970b52Bf8964934E721f655325cc946e4901bE6b""",1158 USD

"""0xA64A02bB9D3788f93C830F8C1f187afC5D6f9e2c""",1154 USD

"""0x5425e7148Ea231A92135562e4D5eaa1020Ebd816""",1146 USD

"""0xa73408cb946cD81ba7DcFbEe3E92F986E6dEb1C0""",1143 USD

"""0x5D02152c5f8A177A68B6A80FDa04818F2Dc68441""",1143 USD

"""0xaeeb8456f598F7242Ed32bC9658BA20f6B4557fd""",1141 USD

"""0x78959a67Da42F65ab5B103157Eb67cdcc929fbCa""",1126 USD

"""0xC3f8Ab9192470De0D677126c5aa420e86Cd6e9Ce""",1125 USD

"""0xE2cD5BBd5185318638139d17BD594f7CecD8a106""",1122 USD

"""0x907626CD42cc0f02559880e3ce34b65F730D7486""",1116 USD

"""0x5FD9069ee11f2D24dE5354da4458950040D4F4eB""",1113 USD

"""0xcBBC0bEB8eCbfD8355363a795bb91DFA294C2BA7""",1087 USD

"""0xB676b49976105c6540E9228c3eB974Fb4C39CC56""",1087 USD

"""0x27E1AFB13a42BB9A57d3Fd098EC08a7C8b9Ff611""",1080 USD

"""0xB27008041812480E9f5c026dd975a01d5dED8B28""",1079 USD

"""0xbBf724dDDa37ED70221Fd597b3A220529734a32e""",1076 USD

"""0xb4323937573ccE7cbb7B9cD980378777480106Bc""",1071 USD

"""0x5EfeA13B03810a571B32494B726F084079e4b0e8""",1039 USD

"""0x0a59ee2Df837E82f2e7fd50d2e59732f937Dc553""",1039 USD

"""0x4f91d67489929B2662f616BA37379748d53c8Fc9""",1033 USD

"""0x0607E0064156196d1C844A839D06eD734311c203""",1032 USD

"""0x60c67C106a83B7D7c78fDdb3dda00be69B9FF708""",1028 USD

"""0x1cC543590b7E797f36FcA5e007906cCE847D3AF5""",1021 USD

"""0x78362EA47f1b29a2c7691fFfAcF4C523AB96d5a8""",1013 USD

"""0x9E82D9f020621Ec32954468E45D7936D0e3735ba""",1009 USD

"""0xF902E70478013C435E5bE60C9d486a9f4C1B5BF3""",1005 USD

"""0x9Acb4DC3Df92A84F6A3766a02D870420b014D7E4""",995 USD

"""0xe8Ee9657B79B46877DC4f933Eed0B642CD376c16""",994 USD

"""0xdFFE8ceFaB402fc826a2394439E98c32d57cD5a9""",983 USD

"""0x9E3c2B79EB05f80663d68a0Ed6EA20bE690ce9cb""",980 USD

"""0xA25B5F9380E8C44b246c9c1b80bFCE3BB8E45678""",973 USD

"""0x070b78e88F457C14797ae37cE783EBECb22A594d""",969 USD

"""0xfde4013A60E79633C3395578c0B8A79ec397888f""",962 USD

"""0x025C0A91438d7d2DD93DB16b91D2ae8C21B0D4AF""",951 USD

"""0x76282C4b0da48a30801bda88EF3E69dEcdaee5CB""",948 USD

"""0x78FFD299A13aB57cA504989e9D6Ebb8948bef962""",941 USD

"""0x228392cD4cd2f42e9A173af5e4aA7210110E6284""",934 USD

"""0x60DFFbB6cfa4d6Cb10975E4cf612636F1A1B615A""",919 USD

"""0xcA88A57273B30d5F806b658D42dcb19aca8d476D""",919 USD

"""0x095aF7bD0aCca9c600215513Ff9666a7f915EAE5""",916 USD

"""0xB067Af26582f3eff2c386456b3e5E36Dfc667d06""",914 USD

"""0xAd53164A4520d7a2559779AdE07534802C3eA0DE""",913 USD

"""0x73aC0AcA0bA3C433E09a901398a285ee3Df31705""",904 USD

"""0x010622794fED49C7967aA45f4B6F27cC1CD82Eba""",896 USD

"""0xFd9Bb293DE31077407DDDA02abd50f28491A13d3""",880 USD

"""0x28b7426bED94C2DA527cA0be6364435B40DAD417""",880 USD

"""0xbf493AEED0EC54B271Ab5a92B7AA14949ad0aF2b""",876 USD

"""0xD1960b4E3f4Dd0E3d2176D571f2055D6bD2313fd""",873 USD

"""0xCCd239b1cA5FB55068E72368327Bb6e143EA5Ac7""",871 USD

"""0xfacA4A33eC0347dCEd2E4CD9AAb316d4286E3fcE""",829 USD

"""0x0f7a3086C4A3A14F5978805695c6F39CC5b7A274""",820 USD

"""0x4896f82c5D8f0E6c4211968Afb3ae520FA46Da53""",818 USD

"""0x080E37a5b49Df6D2B66a46Ef163c245a814b060F""",805 USD

"""0x3E33DE444802886a8041717F57e0F42a89B118D2""",804 USD

"""0x31c53077ecB90A00271172e67131C96A9d16cC72""",796 USD

"""0xC31394FF435060edd21b8451428184852F420d98""",763 USD

"""0xB484E83dd75e2A39C4e94744B366D3dE0cF4D2FD""",757 USD

"""0x97EbD2C60B4a689f686543b45fF70CEd0C043C6F""",740 USD

"""0xc663681555803d176fB7D3bEBFdE2e58a126b61b""",738 USD

"""0xaFa59BB8062D3afe09B3C814dB33BED549A9245F""",719 USD

"""0xeDe4b977B68B155860EC9cD48A366A449F51519b""",702 USD

"""0xF1639144521700305F2d638fd11FAa59Edb1B3B0""",701 USD

"""0x5249b475D802cf939979d3538b669Be1F2415b7B""",697 USD

"""0x805A7bf57739Eb5f0B3a56fE89359c4f9c4e69a5""",695 USD

"""0x703fa6eCb45570340DA8Dd0761eAD898B3FDEd82""",692 USD

"""0x7C954d196d8FA9D29c06eF5C25c7CCaa129a19c7""",686 USD

"""0x1C87034B6b3f971A82a8f21b30b53681b1600EFC""",684 USD

"""0x77105881d8E716AF4Ddb47A3C1096aF3000CCce4""",680 USD

"""0xa5D9edd1be5228641e8EA4512936Bc6ED538d9e1""",679 USD

"""0x341B801551Acbf041706412325305fa5f97adE8A""",677 USD

"""0x3e4bfEFB9a2B5bf1E2B47F913388693b25870B1B""",676 USD

"""0x23A4508bD7F167B6d70C20f8C2041990883997eC""",672 USD

"""0x90f1B8a98CeaB965b8B4C7157DE8610A64894311""",628 USD

"""0x5D7594D8AF467606b72A2329F149884e7e8A7757""",627 USD

"""0x1bd2EF1400683db1Ef03c1A6745D7433464b6B8B""",624 USD

"""0x88141d0c679A2ED6B0C7C26C9D76C90d753609Bd""",616 USD

"""0x69B0E938172b4ed5d8184420b202B8277AbACEad""",612 USD

"""0xfbC3692deEB263f39c3a30D6d0C0496d97686011""",604 USD

"""0x0Abe7229d7421E597810C0d7595DFbDF3e0A42d5""",602 USD

"""0xE730e40bc74eCf2CE851d594bc92f6e585a8810d""",597 USD

"""0x965F908Baf6D91909613cE4944e26f9675B9B574""",595 USD

"""0x701Ca4B3319a924Ffc0a16eCcfb4A91BAb77810b""",595 USD

"""0xA8a437E16Ab784D72362F9ebFdC025f200BE28bF""",592 USD

"""0x81CFF75b69BB2ACa9878Ad9D1dDB4DC21bcbca34""",590 USD

"""0xFA4D2A2290Ad734B573b0c8344cdd3DeF65731f2""",589 USD

"""0x7a6048c4A67ea8466466A4711e8F3429C2a6504C""",581 USD

"""0xe2f0Db70486715A0e316A593afC99EF7b3A5363c""",575 USD

"""0x11E9Ac379F1a51d73686431BfbaB6CE2812543Fd""",575 USD

"""0x34a0e915A356d1DdbCbfd3806c3e460023a6269b""",573 USD

"""0xfFE40A395f6af11Fcc08ad985222e71B13a0f713""",573 USD

"""0x0b13f13c0E99F24b96A835B787D1347B33d87776""",569 USD

"""0xA00c9eDda4788369Abe78296bE2E09eD34F92678""",566 USD

"""0x73754f5805e1aBa1D94226905B7a1c976cB7250e""",562 USD

"""0x7175580A581abA846dda895824a3c6CaDDf188AD""",561 USD

"""0x47A2CbDe64E2d671D9cFDE2bEe8b68645b4E10f7""",547 USD

"""0x083a9b923FB6e09cb494db895e4e04E2d01BFF84""",545 USD

"""0xf41403fb4694D9468201e99Fc628E20d1793936B""",545 USD

"""0xAa4c49806De2435E28C6a0c462EB1708DC661c4C""",540 USD

"""0x4e80c59fCFE4c01aaEEF9497703dBC98773a7786""",540 USD

"""0x36BE948d2ac3a12fe5f4c36c22C3e2B1AF8f839b""",538 USD

"""0x1F451580f839f6589D4802AF037D715De693120b""",524 USD

"""0x0c73F7b4beBB7Edd1028D942CaE5510696888D89""",522 USD

"""0xaF0A8c53FBF191FEd9c1028754513C9e4482803d""",519 USD

"""0xDd84D5952EEfF0f0474cECab7654B067D05D1953""",518 USD

"""0xed8cc892FB1B7ad8DfF5204C9bCB1094f5311Ee8""",516 USD

"""0xa6f7a79c273D90A6dFEa6cCcBAd48822bAC3a6Ec""",515 USD

"""0x09187eBD7D6018E2a871CA5c4868cDdBD498738A""",507 USD

"""0xB74CAe0866AB29b1A15fad8ff942ADE413fd5128""",503 USD

"""0x52067C9d107F84e873Eb1DB4C717661DA2F67dc2""",502 USD

"""0x4C3c34E0688E1006571Df923f0B45B6B48075871""",499 USD

"""0x3eEe3618163a9109be4Ec98547e90CFD68949223""",499 USD

"""0x8d701bD0504A13aa89BdBD30ad45688d11AdEaCa""",492 USD

"""0x369Ff27Bf5DcddA68dF489ab8F7B7d2C7E656079""",492 USD

"""0x0A9eDfBFEe3262f323A2C2C992B78eAAF4730faf""",490 USD

"""0x9A0DAa98309448135195bFA0cb95e3B63FED3E22""",488 USD

"""0x6632b1b4B13669E22B4AC7247c853F35ACbe48FA""",488 USD

"""0x0e5B7a446fCd9e70b886431e1F8942DE4C095F9b""",479 USD

"""0x6293E32b8f6725BDC460E962cE94D7A5417A14bF""",473 USD

"""0x9B897284Df6Bd6Fb6695f9360315480d0fBCa9a5""",472 USD

"""0xa980076e691F3d83Dc299618d449E4738e3C888A""",467 USD

"""0x86B203594A23EE188579F9f31C1F307ffbF4C548""",465 USD

"""0x49a5746f1Fe9Bb589b42DcE3aa8Cb51FBfdCC777""",462 USD

"""0xfe8dFc5989714785C79b7E5dbf9fA48e411D2b64""",461 USD

"""0x3fC704F8691Ba311974a13A24975DFef6aB0762D""",451 USD

"""0x32084c6132b430a6B618680314285a64D23C7500""",443 USD

"""0xf809042B0D5F46a69D8A646330f76B1Ca356bE0b""",438 USD

"""0xeC7365008eE291a1E715aA6D83c69606bF72F5a7""",436 USD

"""0x4a3697728F1FB153d9456C3C1B98fE033a201504""",436 USD

"""0xC690e991592A1f8834B26380F75f479C634B783d""",435 USD

"""0x8d1870477D2B5f3A5EC9aF5CC648bEf0c0B93aaF""",427 USD

"""0x802bFE985457ee979a7ba4f7Ff400a261C3ACaa7""",426 USD

"""0x686a7EbA968C54e2a5712EA309B8Baf70d38C82D""",425 USD

"""0x2c7Ea74b4AF9622AD91624e0678051232740227C""",421 USD

"""0xe4914969918050e329AFF37459Ad8A99D6BDa54F""",420 USD

"""0xff0C998D921394D89c5649712422622E3172480C""",418 USD

"""0x0C7D3Efc9948a54b3491A498F1e579b1f44f000f""",414 USD

"""0x8A08b7f4346d9C63FEcD3fD011A673359A714608""",411 USD

"""0x31272C0A51c6f624eDF4CFD9afFc546c38Ad2914""",409 USD

"""0x7b04C2a27aADb0188b5586324001b4E180C93b05""",408 USD

